NULL,"5103.20.91.00.21","---- İnce hayvan kılı döküntüleri (TEXT 154)","Kg"
NULL,,"--- Karbonize edilmiş",
NULL,"5103.20.99.00.11","---- Merinos yünü döküntüleri (TEXT 154)","Kg"
NULL,"5103.20.99.00.19","---- Diğer yün döküntüleri (TEXT 154)","Kg"
NULL,"5103.20.99.00.23","---- İnce hayvan kılı döküntüleri (TEXT 154)","Kg"
NULL,"5103.30.00.00.00","- Kaba hayvan kılı döküntüleri (TEXT 154)","Kg"
NULL,"5104.00","Yün,ince veya kaba hayvan kıllarının ditme suretiyle elde edilen",
NULL,,"döküntüleri",
NULL,"5104.00.00.00.11","- Şodi ve mungo (TEXT 154)","Kg"
NULL,"5104.00.00.00.19","- Diğerleri (TEXT 154)","Kg"
NULL,"5105","Yün,ince veya kaba hayvan kılları (karde edilmiş veya taranmış)",
NULL,,"(yığın halinde taranmış yün dahil):",
NULL,"5105.10","- Karde edilmiş yünler",
NULL,"5105.10.00.00.11","-- Merinos yünü (TEXT 46)","Kg"
NULL,"5105.10.00.00.19","-- Diğer yünler (TEXT 46)","Kg"
NULL,,"- Yün topsları ve diğer taranmış yünler:",
NULL,"5105.21","-- Yığın halinde taranmış",
NULL,"5105.21.00.00.11","--- Merinos topsu (TEXT 46)","Kg"
NULL,"5105.21.00.00.19","--- Diğer yün topsları (TEXT 46)","Kg"
NULL,"5105.21.00.00.21","--- Diğerleri (TEXT 46)","Kg"
NULL,"5105.29","-- Diğerleri",
NULL,"5105.29.00.00.11","--- Merinos topsu (TEXT 46)","Kg"
NULL,"5105.29.00.00.19","--- Diğer yün topsları (TEXT 46)","Kg"
NULL,"5105.29.00.00.21","--- Diğerleri (TEXT 46)","Kg"
NULL,"5105.30","- İnce hayvan kılları (karde edilmiş veya taranmış):",
NULL,,"-- Karde edilmiş",
NULL,"5105.30.10.00.11","--- Tiftikler (TEXT 46)","Kg"
NULL,"5105.30.10.00.19","--- Diğerleri (TEXT 46)","Kg"
NULL,,"-- Taranmış",
NULL,"5105.30.90.00.11","--- Tiftikler (TEXT 46)","Kg"
NULL,"5105.30.90.00.19","--- Diğerleri (TEXT 46)","Kg"
NULL,"5105.40.00.00.00","- Kaba hayvan kılları (karde edilmiş veya taranmış) (TEXT 128)","Kg"
NULL,"5106","Karde edilmiş (strayhgarn) yün iplikleri (perakende olarak",
NULL,,"satılacak hale getirilmemiş):",
NULL,"5106.10","- Ağırlık itibariyle %85 veya daha fazla yün içerenler:",
NULL,,"-- Ağartılmamış",
NULL,"5106.10.10.00.11","--- Merinos yün iplikleri (TEXT 47)","Kg"
NULL,"5106.10.10.00.19","--- Diğerleri (TEXT 47)","Kg"
NULL,,"-- Diğerleri",
NULL,"5106.10.90.00.11","--- Merinos yün iplikleri (TEXT 47)","Kg"
NULL,"5106.10.90.00.19","--- Diğerleri (TEXT 47)","Kg"
NULL,"5106.20","- Ağırlık itibariyle %85'ten az yün içerenler:",
NULL,,"-- Ağırlık itibariyle %85 veya daha fazla yün ve ince hayvan kılı",
NULL,,"içerenler:",
NULL,"5106.20.10.00.11","--- Merinos yün iplikleri (TEXT 47)","Kg"
NULL,"5106.20.10.00.19","--- Diğerleri (TEXT 47)","Kg"
NULL,,"-- Diğerleri:",
NULL,,"--- Ağartılmamış",
NULL,"5106.20.91.00.11","---- Merinos yün iplikleri (TEXT 47)","Kg"
NULL,"5106.20.91.00.19","---- Diğerleri (TEXT 47)","Kg"
NULL,,"--- Diğerleri",
NULL,"5106.20.99.00.11","---- Merinos yün iplikleri (TEXT 47)","Kg"
NULL,"5106.20.99.00.19","---- Diğerleri (TEXT 47)","Kg"
NULL,"5107","Taranmış (kamgarn) yün iplikleri (perakende olarak satılacak hale",
NULL,,"getirilmemiş):",
NULL,"5107.10","- Ağırlık itibariyle %85 veya daha fazla yün içerenler:",
NULL,"5107.10.10.00.00","-- Ağartılmamış (TEXT 48)","Kg"
NULL,"5107.10.90.00.00","-- Diğerleri (TEXT 48)","Kg"
NULL,"5107.20","- Ağırlık itibariyle %85'den az yün içerenler:",
NULL,,"-- Ağırlık itibariyle %85 veya daha fazla yün ve ince hayvan kılı",
NULL,,"içerenler:",
NULL,"5107.20.10.00.00","--- Ağartılmamış (TEXT 48)","Kg"
NULL,"5107.20.30.00.00","--- Diğerleri (TEXT 48)","Kg"
NULL,,"-- Diğerleri:",
NULL,,"--- Esas itibariyle veya sadece devamsız sentetik liflerle karışık",
NULL,,"olanlar:",
NULL,"5107.20.51.00.00","---- Ağartılmamış (TEXT 48)","Kg"
NULL,"5107.20.59.00.00","---- Diğerleri (TEXT 48)","Kg"
NULL,,"--- Başka şekilde karıştırılmış olanlar:",
NULL,"5107.20.91.00.00","---- Ağartılmamış (TEXT 48)","Kg"
NULL,"5107.20.99.00.00","---- Diğerleri (TEXT 48)","Kg"
NULL,"5108","İnce hayvan kıllarından iplikler (karde edilmiş veya taranmış)",
NULL,,"(perakende olarak satılacak hale getirilmemiş):",
NULL,"5108.10","- Karde edilmiş:",
NULL,,"-- Ağartılmamış",
NULL,"5108.10.10.00.11","--- Tiftikler (TEXT 47)","Kg"
NULL,"5108.10.10.00.19","--- Diğerleri (TEXT 47)","Kg"
NULL,,"-- Diğerleri",
NULL,"5108.10.90.00.11","--- Tiftikler (TEXT 47)","Kg"
NULL,"5108.10.90.00.19","--- Diğerleri (TEXT 47)","Kg"
NULL,"5108.20","- Taranmış:",
NULL,,"-- Ağartılmamış",
NULL,"5108.20.10.00.11","--- Tiftikler (TEXT 48)","Kg"
NULL,"5108.20.10.00.19","--- Diğerleri (TEXT 48)","Kg"
NULL,,"-- Diğerleri",
NULL,"5108.20.90.00.11","--- Tiftikler (TEXT 48)","Kg"
NULL,"5108.20.90.00.19","--- Diğerleri (TEXT 48)","Kg"
NULL,"5109","Yün veya ince hayvan kıllarından iplikler (perakende olarak satı-",
NULL,,"lacak hale getirilmiş):",
NULL,"5109.10","- Ağırlık itibariyle %85 veya daha fazla yün veya ince hayvan",
NULL,,"kılı içerenler:",
NULL,,"-- Top,çile veya küçük çile halinde olup,ağırlığı 125 gr.ı geçen",
NULL,,"500 gr.ı geçmeyenler",
NULL,"5109.10.10.00.11","--- Yünden iplikler (TEXT 49)","Kg"
NULL,"5109.10.10.00.12","--- İnce hayvan kılından iplikler (TEXT 49)","Kg"
NULL,,"-- Diğerleri",
NULL,"5109.10.90.00.11","--- Yünden iplikler (TEXT 49)","Kg"
NULL,"5109.10.90.00.12","--- İnce hayvan kılından iplikler (TEXT 49)","Kg"
NULL,"5109.90","- Diğerleri:",
NULL,,"-- Top,çile veya küçük çile halinde olup, 125 gr.ı geçen",
NULL,,"500 gr.ı geçmeyenler",
NULL,"5109.90.10.00.11","--- Yünden iplikler (TEXT 49)","Kg"
NULL,"5109.90.10.00.12","--- İnce hayvan kılından iplikler (TEXT 49)","Kg"
NULL,,"-- Diğerleri",
NULL,"5109.90.90.00.11","--- Yünden iplikler (TEXT 49)","Kg"
NULL,"5109.90.90.00.12","--- İnce hayvan kılından iplikler (TEXT 49)","Kg"
NULL,"5110.00","Kaba hayvan kıllarından veya at kılından iplikler (glpe edilmiş at",
NULL,,"kılından iplikler dahil) perakende olarak satılacak hale getirilmiş",
NULL,,"olsun olmasın):",
NULL,"5110.00.00.10.00","- Perakende olarak satılacak hale getirilmiş (TEXT 129)","Kg"
NULL,"5110.00.00.90.00","- Diğerleri (TEXT 129)","Kg"
NULL,"5111","Karde edilmiş yün ve ince hayvan kıllarından dokunmuş mensu-",
NULL,,"cat:",
NULL,,"- Ağırlık itibariyle %85 veya daha fazla yün veya ince hayvan kılı",
NULL,,"içerenler:",
NULL,"5111.11","-- M2. ağırlığı 300 gr.ı geçmeyenler:",
NULL,,"--- Loden mensucat:",
NULL,,"---- M2.sinin kıymetli 2,50 Euro veya daha fazla olanlar:",
NULL,"5111.11.11.10.00","----- Elastiki mensucat (kauçuk ipliklerle birleştirilmiş dokumaya","Kg-m2"
NULL,,"elverişli maddelerden olanlar) (TEXT 50)",
NULL,"5111.11.11.90.00","----- Diğerleri (TEXT 50)","Kg-m2"
NULL,,"---- Diğerleri:",
NULL,"5111.11.19.10.00","----- Elastiki mensucat (kauçuk ipliklerle birleştirilmiş dokumaya","Kg-m2"
NULL,,"elverişli maddelerden olanlar) (TEXT 50)",
NULL,"5111.11.19.90.00","----- Diğerleri (TEXT 50)","Kg-m2"
NULL,,"--- Diğerleri",
NULL,,"---- Yün ipliğinden olanlar (m2.sinin kıymetli 2.50 Euro",
NULL,,"veya daha fazla olanlar)",
NULL,"5111.11.91.10.00","----- Elastiki mensucat (kauçuk ipliklerle birleştirilmiş dokumaya","Kg-m2"
NULL,,"elverişli maddelerden olanlar) (TEXT 50)",
NULL,"5111.11.91.90.00","----- Diğerleri (TEXT 50)","Kg-m2"
NULL,,"---- Diğerleri",
NULL,"5111.11.99.10.00","----- Elastiki mensucat (kauçuk ipliklerle birleştirilmiş dokumaya","Kg-m2"
NULL,,"elverişli maddelerden olanlar) (TEXT 50)",
NULL,"5111.11.99.90.00","----- Diğerleri (TEXT 50)","Kg-m2"
NULL,"5111.19","-- Diğerleri:",
NULL,,"--- M2. ağırlığı 300 gr.ı geçen fakat 450 gr.ı geçmeyenler:",
NULL,,"---- Loden mensucat",
NULL,,"----- M2.sinin kıymeti 2,50 Euro veya daha fazla olanlar:",
NULL,"5111.19.11.10.00","------ Elastiki mensucat (kauçuk ipliklerle birleştirilmiş dokumaya","Kg-m2"
NULL,,"elverişli maddelerden olanlar) (TEXT 50)",
NULL,"5111.19.11.90.00","------ Diğerleri (TEXT 50)","Kg-m2"
NULL,,"----- Diğerleri:",
NULL,"5111.19.19.10.00","------ Elastiki mensucat (kauçuk ipliklerle birleştirilmiş dokumaya","Kg-m2"
NULL,,"elverişli maddelerden olanlar) (TEXT 50)",
NULL,"5111.19.19.90.00","------ Diğerleri (TEXT 50)","Kg-m2"
NULL,,"---- Diğerleri:",
NULL,,"----- Yün ipliğinden olanlar (m2.sinin kıymeti 2,50 Euro",
NULL,,"veya daha fazla olanlar):",
NULL,"5111.19.31.10.00","------ Elastiki mensucat (kauçuk ipliklerle birleştirilmiş dokumaya","Kg-m2"
NULL,,"elverişli maddelerden olanlar) (TEXT 50)",
NULL,"5111.19.31.90.00","------ Diğerleri (TEXT 50)","Kg-m2"
NULL,,"----- Diğerleri:",
NULL,"5111.19.39.10.00","------ Elastiki mensucat (kauçuk ipliklerle birleştirilmiş dokumaya","Kg-m2"
NULL,,"elverişli maddelerden olanlar) (TEXT 50)",
NULL,"5111.19.39.90.00","------ Diğerleri (TEXT 50)","Kg-m2"
NULL,,"--- M2.ağırlığı 450 gr.ı geçenler:",
NULL,,"---- Yün ipliğinden olanlar (m2.sinin kıymeti 2,50 Euro",
NULL,,"veya daha fazla olanlar):",
NULL,"5111.19.91.10.00","----- Elastiki mensucat (kauçuk ipliklerle birleştirilmiş dokumaya","Kg-m2"
NULL,,"elverişli maddelerden olanlar) (TEXT 50)",
NULL,"5111.19.91.90.00","----- Diğerleri (TEXT 50)","Kg-m2"
NULL,,"---- Diğerleri:",
NULL,"5111.19.99.10.00","----- Elastiki mensucat (kauçuk ipliklerle birleştirilmiş dokumaya","Kg-m2"
NULL,,"elverişli maddelerden olanlar) (TEXT 50)",
NULL,"5111.19.99.90.00","----- Diğerleri (TEXT 50)","Kg-m2"
NULL,"5111.20","- Diğerleri (esas itibariyle veya sadece sentetik ve suni filament-",
NULL,,"lerle karışık olanlar):",
NULL,"5111.20.00.10.00","-- Elastiki mensucat (kauçuk ipliklerle birleştirilmiş dokumaya","Kg-m2"
NULL,,"elverişli maddelerden olanlar) (TEXT 50)",
NULL,"5111.20.00.90.00","-- Diğerleri (TEXT 50)","Kg-m2"
NULL,"5111.30","- Diğerleri (esas itibariyle veya sadece sentetik ve suni devamsız",
NULL,,"liflerle karışık olanlar):",
NULL,,"-- M2.ağırlığı 300 gr.ı geçmeyenler:",
NULL,"5111.30.10.10.00","--- Elastiki mensucat (kauçuk ipliklerle birleştirilmiş dokumaya","Kg-m2"
NULL,,"elverişli maddelerden olanlar) (TEXT 50)",
NULL,"5111.30.10.90.00","--- Diğerleri (TEXT 50)","Kg-m2"
NULL,,"-- M2. ağırlığı 30 gr.ı geçen, fakat 450 gr.ı geçmeyenler:",
NULL,"5111.30.30.10.00","--- Elastiki mensucat (kauçuk ipliklerle birleştirilmiş dokumaya","Kg-m2"
NULL,,"elverişli maddelerden olanlar) (TEXT 50)",
NULL,"5111.30.30.90.00","--- Diğerleri (TEXT 50)","Kg-m2"
NULL,,"-- M2.ağırlığı 450 gr.ı geçenler:",
NULL,"5111.30.90.10.00","--- Elastiki mensucat (kauçuk ipliklerle birleştirilmiş dokumaya","Kg-m2"
NULL,,"elverişli maddelerden olanlar) (TEXT 50)",
NULL,"5111.30.90.90.00","--- Diğerleri (TEXT 50)","Kg-m2"
NULL,"5111.90","- Diğerleri:",
NULL,,"-- Ağırlık itibariyle %10 dan fazlası 50. fasıldaki dokumaya",
NULL,,"elverişli maddelerden olanlar:",
NULL,"5111.90.10.10.00","--- Elastiki mensucat (kauçuk ipliklerle birleştirilmiş dokumaya","Kg-m2"
NULL,,"elverişli maddelerden olanlar) (TEXT 50)",
NULL,"5111.90.10.90.00","--- Diğerleri (TEXT 50)","Kg-m2"
NULL,,"-- Diğerleri:",
NULL,,"-- M2.ağırlığı 300 gr.ı geçmeyenler:",
NULL,"5111.90.91.10.00","---- Elastiki mensucat (kauçuk ipliklerle birleştirilmiş dokumaya","Kg-m2"
NULL,,"elverişli maddelerden olanlar) (TEXT 50)",
NULL,"5111.90.91.90.00","---- Diğerleri (TEXT 50)","Kg-m2"
NULL,,"--- M2. ağırlığı 30 gr.ı geçen fakat 450 gr.ı geçmeyenler:",
NULL,"5111.90.93.10.00","---- Elastiki mensucat (kauçuk ipliklerle birleştirilmiş dokumaya","Kg-m2"
NULL,,"elverişli maddelerden olanlar) (TEXT 50)",
NULL,"5111.90.93.90.00","---- Diğerleri (TEXT 50)","Kg-m2"
NULL,,"--- M2.ağırlığı 450 gr.ı geçenler:",
NULL,"5111.90.99.10.00","---- Elastiki mensucat (kauçuk ipliklerle birleştirilmiş dokumaya","Kg-m2"
NULL,,"elverişli maddelerden olanlar) (TEXT 50)",
NULL,"5111.90.99.90.00","---- Diğerleri (TEXT 50)","Kg-m2"
NULL,"5112","Taranmış yünden veya ince hayvan kıllarından dokunmuş men-",
NULL,,"sucat:",
NULL,,"- Ağırlık itibariyle %85 veya daha fazla yün veya ince hayvan",
NULL,,"kılı içerenler:",
NULL,"5112.11","-- M2.ağırlığı 200 gr.ı geçmeyenler:",
NULL,,"--- M2.'sinin kıymeti 3 Euro veya daha fazla olanlar:",
NULL,"5112.11.10.10.00","---- Elastiki mensucat (kauçuk ipliklerle birleştirilmiş dokumaya","Kg-m2"
NULL,,"elverişli maddelerden olanlar) (TEXT 50)",
NULL,"5112.11.10.90.00","---- Diğerleri (TEXT 50)","Kg-m2"
NULL,,"--- Diğerleri:",
NULL,"5112.11.90.10.00","---- Elastiki mensucat (kauçuk ipliklerle birleştirilmiş dokumaya","Kg-m2"
NULL,,"elverişli maddelerden olanlar) (TEXT 50)",
NULL,"5112.11.90.90.00","---- Diğerleri (TEXT 50)","Kg-m2"
NULL,"5112.19","-- Diğerleri:",
NULL,,"--- M2. ağırlığı 200 gr.ı geçen,fakat 375 gr.ı geçmeyenler:",
NULL,,"---- M2.sinin kıymeti 3 Euro veya daha fazla olanlar:",
NULL,"5112.19.11.10.00","----- Elastiki mensucat (kauçuk ipliklerle birleştirilmiş dokumaya","Kg-m2"
NULL,,"elverişli maddelerden olanlar) (TEXT 50)",
NULL,"5112.19.11.90.00","----- Diğerleri (TEXT 50)","Kg-m2"
NULL,,"---- Diğerleri:",
NULL,"5112.19.19.10.00","----- Elastiki mensucat (kauçuk ipliklerle birleştirilmiş dokumaya","Kg-m2"
NULL,,"elverişli maddelerden olanlar) (TEXT 50)",
NULL,"5112.19.19.90.00","----- Diğerleri (TEXT 50)","Kg-m2"
NULL,,"--- M2. ağırlığı 375 gr.ı geçenler:",
NULL,,"---- M2.sinin kıymeti 3 Euro veya daha fazla olanlar:",
NULL,"5112.19.91.10.00","----- Elastiki mensucat (kauçuk ipliklerle birleştirilmiş dokumaya","Kg-m2"
NULL,,"elverişli maddelerden olanlar) (TEXT 50)",
NULL,"5112.19.91.90.00","----- Diğerleri (TEXT 50)","Kg-m2"
NULL,,"---- Diğerleri:",
NULL,"5112.19.99.10.00","----- Elastiki mensucat (kauçuk ipliklerle birleştirilmiş dokumaya","Kg-m2"
NULL,,"elverişli maddelerden olanlar) (TEXT 50)",
NULL,"5112.19.99.90.00","----- Diğerleri (TEXT 50)","Kg-m2"
NULL,"5112.20","- Diğerleri (esas itibariyle veya sadece sentetik ve suni filament-",
NULL,,"lerle karışık olanlar):",
NULL,"5112.20.00.10.00","-- Elastiki mensucat (kauçuk ipliklerle birleştirilmiş dokumaya","Kg-m2"
NULL,,"elverişli maddelerden olanlar) (TEXT 50)",
NULL,"5112.20.00.90.00","-- Diğerleri (TEXT 50)","Kg-m2"
NULL,"5112.30","- Diğerleri (esas itibariyle veya sadece sentetik veya suni devamsız",
NULL,,"liflerle karışık olanlar):",
NULL,,"-- M2.ağırlığı 200 gr.ı geçmeyenler:",
NULL,"5112.30.10.10.00","--- Elastiki mensucat (kauçuk ipliklerle birleştirilmiş dokumaya","Kg-m2"
NULL,,"elverişli maddelerden olanlar) (TEXT 50)",
NULL,"5112.30.10.90.00","--- Diğerleri (TEXT 50)","Kg-m2"
NULL,,"--- M2. ağırlığı 200 gr.ı geçen fakat 375 gr.ı geçmeyenler:",
NULL,"5112.30.30.10.00","--- Elastiki mensucat (kauçuk ipliklerle birleştirilmiş dokumaya","Kg-m2"
NULL,,"elverişli maddelerden olanlar) (TEXT 50)",
NULL,"5112.30.30.90.00","--- Diğerleri (TEXT 50)","Kg-m2"
NULL,,"-- M2.ağırlığı 375 gr.ı geçenler:",
NULL,"5112.30.90.10.00","--- Elastiki mensucat (kauçuk ipliklerle birleştirilmiş dokumaya","Kg-m2"
NULL,,"elverişli maddelerden olanlar) (TEXT 50)",
NULL,"5112.30.90.90.00","--- Diğerleri (TEXT 50)","Kg-m2"
NULL,"5112.90","- Diğerleri:",
NULL,,"-- Ağırlık itibariyle %10 dan fazlası 50. fasıldaki dokumaya",
NULL,,"elverişli maddelerden olanlar:",
NULL,"5112.90.10.10.00","--- Elastiki mensucat (kauçuk ipliklerle birleştirilmiş dokumaya","Kg-m2"
NULL,,"elverişli maddelerden olanlar) (TEXT 50)",
NULL,"5112.90.10.90.00","--- Diğerleri (TEXT 50)","Kg-m2"
NULL,,"-- Diğerleri:",
NULL,,"--- M2.ağırlığı 200 gr.ı geçmeyenler:",
NULL,"5112.90.91.10.00","---- Elastiki mensucat (kauçuk ipliklerle birleştirilmiş dokumaya","Kg-m2"
NULL,,"elverişli maddelerden olanlar) (TEXT 50)",
NULL,"5112.90.91.90.00","---- Diğerleri (TEXT 50)","Kg-m2"
NULL,,"--- M2. ağırlığı 200 gr.ı geçen, fakat 375 gr.ı geçmeyenler:",
NULL,"5112.90.93.10.00","---- Elastiki mensucat (kauçuk ipliklerle birleştirilmiş dokumaya","Kg-m2"
NULL,,"elverişli maddelerden olanlar) (TEXT 50)",
NULL,"5112.90.93.90.00","---- Diğerleri (TEXT 50)","Kg-m2"
NULL,,"--- M2. ağırlığı 375 gr.ı geçenler:",
NULL,"5112.90.99.10.00","---- Elastiki mensucat (kauçuk ipliklerle birleştirilmiş dokumaya","Kg-m2"
NULL,,"elverişli maddelerden olanlar) (TEXT 50)",
NULL,"5112.90.99.90.00","---- Diğerleri (TEXT 50)","Kg-m2"
NULL,"5113.00","Kaba hayvan kılından veya at kılından dokunmuş mensucat;","Kg-m2"
NULL,"5113.00.00.10.00","- Elastiki mensucat (kauçuk ipliklerle birleştirilmiş dokumaya","Kg-m2Kg-m2"
NULL,,"elverişli maddelerden olanlar) (TEXT 135)",
NULL,,"- Diğerleri",
NULL,"5113.00.00.90.11","-- At kılından mensucat (TEXT 135)","Kg-m2"
NULL,"5113.00.00.90.12","-- Adi keçi kılından mensucat (TEXT 135)","Kg-m2"
NULL,"5113.00.00.90.19","-- Diğer kaba hayvan kılından mensucat (TEXT 135)","Kg-m2"
NULL,"5201.00","Pamuk (karde edilmemiş veya penyelenmemiş):",
NULL,"5201.00.10.00.00","- Hidrofil veya ağartılmış pamuklar (TEXT 154)","Kg"
NULL,,"- Diğerleri",
NULL,"5201.00.90.00.11","-- Ege standart ekstra beyaz (TEXT 154)","Kg"
NULL,"5201.00.90.00.12","-- Ege standart beyaz I (TEXT 154)","Kg"
NULL,"5201.00.90.00.13","-- Ege standart beyaz II (TEXT 154)","Kg"
NULL,"5201.00.90.00.14","-- Ege standart hafif benekli I (TEXT 154)","Kg"
NULL,"5201.00.90.00.15","-- Ege sandart hafif benekli II (TEXT 154)","Kg"
NULL,"5201.00.90.00.21","-- Çukurova standart ekstra beyaz (TEXT 154)","Kg"
NULL,"5201.00.90.00.22","-- Çukurova standart beyaz I (TEXT 154)","Kg"
NULL,"5201.00.90.00.23","-- Çukurova standart  beyaz II (TEXT 154)","Kg"
NULL,"5201.00.90.00.24","-- Çukurova standart hafif benekli I (TEXT 154)","Kg"
NULL,"5201.00.90.00.25","-- Çukurova standart hafif benekli II (TEXT 154)","Kg"
NULL,"5201.00.90.00.31","-- Antalya standart ekstra beyaz (TEXT 154)","Kg"
NULL,"5201.00.90.00.32","-- Antalya standart beyaz I (TEXT 154)","Kg"
NULL,"5201.00.90.00.33","-- Antalya standart beyaz II (TEXT 154)","Kg"
NULL,"5201.00.90.00.34","-- Antalya standart hafif benekli I (TEXT 154)","Kg"
NULL,"5201.00.90.00.35","-- Antalya standart hafif benekli II (TEXT 154)","Kg"
NULL,"5201.00.90.00.41","-- Türkiye standart ekstra beyaz (TEXT 154)","Kg"
NULL,"5201.00.90.00.42","-- Türkiye standart beyaz I (TEXT 154)","Kg"
NULL,"5201.00.90.00.43","-- Türkiye standart beyaz II (TEXT 154)","Kg"
NULL,"5201.00.90.00.44","-- Türkiye standart hafif benekli I (TEXT 154)","Kg"
NULL,"5201.00.90.00.45","-- Türkiye standart hafif benekli II (TEXT 154)","Kg"
NULL,"5201.00.90.00.51","-- Uzun elyaflı pamuklar (TEXT 154)","Kg"
NULL,"5201.00.90.00.52","-- Kısa elyaflı pamuklar (TEXT 154)","Kg"
NULL,"5201.00.90.00.59","--- Diğerleri (TEXT 154)","Kg"
NULL,"5202","Pamuk döküntüleri (iplik döküntüleri ve ditme suretiyle elde",
NULL,,"edilen döküntüler dahil):",
NULL,"5202.10","- İplik döküntüleri",
NULL,"5202.10.00.00.11","-- Üstüpü (TEXT 154)","Kg"
NULL,"5202.10.00.00.19","-- Diğerleri (TEXT 154)","Kg"
NULL,,"- Diğerleri:",
NULL,"5202.91","-- Ditme suretiyle elde edilen döküntüler",
NULL,"5202.91.00.00.11","--- Penye telefi (TEXT 154)","Kg"
NULL,"5202.91.00.00.12","--- Tarak telefi (TEXT 154)","Kg"
NULL,"5202.91.00.00.13","--- Üstüpü (TEXT 154)","Kg"
NULL,"5202.91.00.00.19","--- Diğerleri (TEXT 154)","Kg"
NULL,"5202.99","-- Diğerleri",
NULL,"5202.99.00.00.11","--- Üstüpü (TEXT 154)","Kg"
NULL,"5202.99.00.00.19","--- Diğerleri (TEXT 154)","Kg"
NULL,"5203.00.00.00.00","Pamuk (karde edilmiş veya penyelenmiş) (TEXT 51)","Kg"
NULL,"5204","Pamuktan dikiş iplikleri (perakende olarak satılacak hale getiril-",
NULL,,"miş olsun olmasın):",
NULL,,"- Perakende olarak satılacak hale getirilmemiş olanlar:",
NULL,"5204.11.00.00.00","-- Ağırlık itibariyle %85 veya daha fazla pamuk içerenler (TEXT 1)","Kg"
NULL,"5204.19.00.00.00","-- Diğerleri (TEXT 1)","Kg"
NULL,"5204.20","- Perakende olarak satılacak hale getirilmiş olanlar",
NULL,"5204.20.00.00.11","-- %85 veya daha fazla pamuk içerenler (TEXT 43)","Kg"
NULL,"5204.20.00.00.12","-- %85'den az pamuk içerenler (TEXT 43)","Kg"
NULL,"5205","Pamuk ipliği (dikiş ipliği hariç) (ağırlık itibariyle %85 veya",
NULL,,"daha fazla pamuk içeren ve perakende olarak satılacak hale",
NULL,,"getirilmemiş olanlar):",
NULL,,"- Tek kat iplikler (penyelenmemiş liflerden):",
NULL,"5205.11","-- 714,29 Desiteks veya daha fazla (metrik numarası 14'ü geçme-",
NULL,,"yen)",
NULL,"5205.11.00.00.11","--- Open-end iplikler (TEXT 1)","Kg"
NULL,"5205.11.00.00.12","--- Ring iplikler (TEXT 1)","Kg"
NULL,"5205.11.00.00.19","--- Diğer iplikler (TEXT 1)","Kg"
NULL,"5205.12","-- 714,29 Desiteksten az,232,56 (dahil) desiteksten fazla olanlar",
NULL,,"(metrik numarası 14'ü geçen,43'ü geçmeyenler)",
NULL,"5205.12.00.00.11","--- Open-end iplikler (TEXT 1)","Kg"
NULL,"5205.12.00.00.12","--- Ring iplikler (TEXT 1)","Kg"
NULL,"5205.12.00.00.19","--- Diğer iplikler (TEXT 1)","Kg"
NULL,"5205.13","-- 232,56 Desiteksten az,192,31 (dahil) desiteksten fazla olanlar",
NULL,,"(metrik numarası 43'ü geçen 52'yi geçmeyen)",
NULL,"5205.13.00.00.11","--- Open-end iplikler (TEXT 1)","Kg"
NULL,"5205.13.00.00.12","--- Ring iplikler (TEXT 1)","Kg"
NULL,"5205.13.00.00.19","--- Diğer iplikler (TEXT 1)","Kg"
NULL,"5205.14","-- 192,31 Desiteksten az,125 (dahil) desiteksten fazla olanlar",
NULL,,"(metrik numarası 52'yi geçen 80'i geçmeyen)",
NULL,"5205.14.00.00.11","--- Ring iplikler (TEXT 1)","Kg"
NULL,"5205.14.00.00.19","--- Diğer iplikler (TEXT 1)","Kg"
NULL,"5205.15","-- 125 Desiteksten az olanlar (metrik numarası 80'i geçen):",
NULL,,"--- 125 Desiteksten az,83,33 (dahil) desiteksten fazla olanlar",
NULL,,"(metrik numarası 80'i geçen 120'yi geçmeyen)",
NULL,"5205.15.10.00.11","---- Ring iplikler (TEXT 1)","Kg"
NULL,"5205.15.10.00.19","---- Diğer iplikler (TEXT 1)","Kg"
NULL,,"--- 83,33 Desiteksten az olanlar (metrik numarası 120'yi geçen)",
NULL,"5205.15.90.00.11","---- Ring iplikler (TEXT 1)","Kg"
NULL,"5205.15.90.00.19","---- Diğer iplikler (TEXT 1)","Kg"
NULL,,"- Tek kat iplikler (penyelenmiş liflerden):",
NULL,"5205.21.00.00.00","-- 714,29 Desiteks veya daha fazla olanlar (metrik numarası","Kg"
NULL,,"14'ü geçmeyen) (TEXT 1)",
NULL,"5205.22.00.00.00","-- 714,29 Desiteksten az,232,56 (dahil) desiteksten fazla","Kg"
NULL,,"olanlar (metrik numarası 14'ü geçen 43'ü geçmeyen) (TEXT 1)",
NULL,"5205.23.00.00.00","-- 232,56 Desiteksten az, 192,31 (dahil) desiteksten fazla olanlar","Kg"
NULL,,"(metrik numarası 43'ü geçen 52'yi geçmeyen) (TEXT 1)",
NULL,"5205.24.00.00.00","-- 192,31 Desiteksten az,125 (dahil) desiteksten fazla olanlar","Kg"
NULL,,"(metrik numarası 52'yi geçen 80'i geçmeyen) (TEXT 1)",
NULL,"5205.26.00.00.00","-- 125 Desiteksten az,106,38 (dahil) desiteksten fazla olanlar","Kg"
NULL,,"(metrik numarası 80'i geçen 94'ü geçmeyen) (TEXT 1)",
