NULL,"2941.40.00.00.12","-- Kloramfenikol palmitat","Kg"
NULL,"2941.40.00.00.13","-- Kloramfenikol pentatonat","Kg"
NULL,"2941.40.00.00.19","-- Diğerleri","Kg"
NULL,"2941.50","- Erithromisin ve türevleri;bunların tuzları",
NULL,"2941.50.00.00.11","-- Erithromisin","Kg"
NULL,"2941.50.00.00.12","-- Erithromisin estolate","Kg"
NULL,"2941.50.00.00.13","-- Erithromisin ethyl succinate","Kg"
NULL,"2941.50.00.00.14","-- Erithromisin stearate","Kg"
NULL,"2941.50.00.00.19","-- Diğerleri","Kg"
NULL,"2941.90","- Diğerleri",
NULL,"2941.90.00.00.11","-- Tirotrisin ve türevleri;bunların tuzları","Kg"
NULL,"2941.90.00.00.12","-- Basitrasin ve türevleri;bunların tuzları","Kg"
NULL,"2941.90.00.00.13","-- Neomisin ve türevleri;bunların tuzları","Kg"
NULL,"2941.90.00.00.14","-- Polimiksin ve türevleri;bunların tuzları","Kg"
NULL,"2941.90.00.00.15","-- Kanomisin ve türevleri;bunların tuzları","Kg"
NULL,"2941.90.00.00.16","-- Viomisin ve türevleri;bunların tuzları","Kg"
NULL,"2941.90.00.00.17","-- Sikloserin ve türevleri;bunların tuzları","Kg"
NULL,"2941.90.00.00.18","-- Kolimisin ve türevleri;bunların tuzları","Kg"
NULL,"2941.90.00.00.21","-- Groseofülvin ve türevleri;bunların tuzları","Kg"
NULL,"2941.90.00.00.22","-- Gentamisin","Kg"
NULL,"2941.90.00.00.23","-- Gentamisin sülfat","Kg"
NULL,"2941.90.00.00.29","-- Gentamisin'in diğer türevleri;bunların tuzları","Kg"
NULL,"2941.90.00.00.31","-- Linkomisin","Kg"
NULL,"2941.90.00.00.32","-- Linkomisin HCI","Kg"
NULL,"2941.90.00.00.39","-- Linkomisin'in diğer türevleri;bunların tuzları","Kg"
NULL,"2941.90.00.00.41","-- Rifampisin","Kg"
NULL,"2941.90.00.00.42","-- Rifampisin'in türevleri;bunların tuzları","Kg"
NULL,"2941.90.00.00.43","-- Sefradin","Kg"
NULL,"2941.90.00.00.44","-- Sefradin monohidrat","Kg"
NULL,"2941.90.00.00.45","-- Sefaleksin monohidrat","Kg"
NULL,"2941.90.00.00.46","-- Sefradoksil monohidrat","Kg"
NULL,"2941.90.00.00.47","-- Sefuroksim aksetil","Kg"
NULL,"2941.90.00.00.48","-- Diğer sefalosporinler ve türevleri;bunların tuzları","Kg"
NULL,"2941.90.00.00.51","-- Netilmisin sülfat","Kg"
NULL,"2941.90.00.00.59","-- Diğerleri","Kg"
NULL,"2942.00","Diğer organik bileşikler",
NULL,"2942.00.00.00.11","- Keten","Kg"
NULL,"2942.00.00.00.12","- Difenilketen","Kg"
NULL,"2942.00.00.00.19","- Diğer ketenler","Kg"
NULL,"2942.00.00.00.21","- Bakır asetoarsenit","Kg"
NULL,"2942.00.00.00.29","- Diğer organik bileşikler","Kg"
NULL,"3001","Tedavide kullanılan kurutulmuş guddeler ve diğer organlar (toz",
NULL,,"haline getirilmiş olsun olmasın);guddelerin veya diğer organların",
NULL,,"veya bunların salgılarının tedavide kullanılan hülasaları;heparin",
NULL,,"ve tuzları;tedavide veya korunmada kullanılmak üzere hazırlan-",
NULL,,"mış tarifenin başka yerinde yer almayan veya belirtilmeyen insan",
NULL,,"veya hayvan menşeli diğer maddeler:",
NULL,"3001.10","- Kurutulmuş guddeler ve diğer organlar (toz haline getirilmiş",
NULL,,"olsun olmasın):",
NULL,,"-- Toz haline getirilmiş olanlar",
NULL,"3001.10.10.00.11","--- Karaciğer","Kg"
NULL,"3001.10.10.00.19","--- Diğerleri","Kg"
NULL,,"-- Diğerleri",
NULL,"3001.10.90.00.11","--- Omurilik ve akciğer","Kg"
NULL,"3001.10.90.00.19","--- Diğerleri","Kg"
NULL,"3001.20","- Guddelerin veya diğer organların veya bunların salgılarının",
NULL,,"hülasaları:",
NULL,"3001.20.10.00.00","-- İnsan menşeli olanlar","Kg"
NULL,"3001.20.90.00.00","-- Diğerleri","Kg"
NULL,"3001.90","- Diğerleri:",
NULL,"3001.90.10.00.00","-- İnsan menşeli olanlar","Kg"
NULL,,"-- Diğerleri:",
NULL,"3001.90.91.00.00","--- Heparin ve tuzları","Kg"
NULL,,"--- Diğerleri",
NULL,"3001.90.99.00.11","---- Yılan zehiri","Kg"
NULL,"3001.90.99.00.19","---- Diğerleri","Kg"
NULL,"3002","İnsan kanı;tedavide,korunmada veya teşhiste kullanılmak üzere",
NULL,,"hazırlanmış hayvan kanı;serum ve diğer kan fraksiyonları ve ta-",
NULL,,"dil edilmiş bağışıklık sağlayan ürünler (biyoteknolojik işlemle el-",
NULL,,"de edilmiş olsun olmasın) aşılar,toksinler,mikroorganizma",
NULL,,"kültürleri (mayalar hariç) ve benzeri ürünler:",
NULL,"3002.10","- Serumlar ve diğer kan fraksiyonları ve tadil edilmiş bağışıklık",
NULL,,"sağlayan ürünler (biyoteknolojik işlemle elde edilmiş olsun",
NULL,,"olmasın):",
NULL,,"-- Serumlar",
NULL,"3002.10.10.00.11","--- Yılan serumu","Kg"
NULL,"3002.10.10.00.12","--- Aglutinan serumları","Kg"
NULL,"3002.10.10.00.13","--- Gamma-globulin","Kg"
NULL,"3002.10.10.00.19","--- Diğerleri","Kg"
NULL,,"-- Diğerleri:",
NULL,,"--- Hemoglobin,kan globulinleri ve serum globulinleri",
NULL,"3002.10.91.00.11","---- Hemoglobin","Kg"
NULL,"3002.10.91.00.12","---- Kan globulinleri","Kg"
NULL,"3002.10.91.00.13","---- Serum globulinleri","Kg"
NULL,,"--- Diğerleri:",
NULL,"3002.10.95.00.00","---- İnsan menşeli olanlar","Kg"
NULL,"3002.10.99.00.00","---- Diğerleri","Kg"
NULL,"3002.20","- İnsanlar için kullanılan aşılar:",
NULL,"3002.20.00.10.00","-- Çocuk felci aşıları","Kg"
NULL,,"-- Bakteriyel ve virütik diğer aşılar",
NULL,"3002.20.00.20.11","--- Kızamık aşısı","Kg"
NULL,"3002.20.00.20.12","--- Kabakulak aşısı","Kg"
NULL,"3002.20.00.20.13","--- BCG aşısı","Kg"
NULL,"3002.20.00.20.14","--- Karma aşı (DBT)","Kg"
NULL,"3002.20.00.20.15","--- Kolera aşısı","Kg"
NULL,"3002.20.00.20.16","--- Tifo aşısı","Kg"
NULL,"3002.20.00.20.19","--- Diğerleri","Kg"
NULL,"3002.30","- Veterinerlikte kullanılan aşılar",
NULL,"3002.30.00.00.11","-- Ayak ve ağız hastalıklarına karşı kullanılan şap aşısı","Kg"
NULL,"3002.30.00.00.12","-- Ayık ve ağız hastalıklarına karşı kullanılan diğer aşılar","Kg"
NULL,"3002.30.00.00.19","-- Diğerleri","Kg"
NULL,"3002.90","- Diğerleri:",
NULL,"3002.90.10.00.00","-- İnsan kanı","Kg"
NULL,"3002.90.30.00.00","-- Tedavide,korunmada veya teşhiste kullanılmak üzere hazırlanmış","Kg"
NULL,,"hayvan kanı",
NULL,,"-- Mikroorganizma kültürleri:",
NULL,"3002.90.50.10.00","--- Fermentler","Kg"
NULL,"3002.90.50.90.00","--- Diğer mikroorganizma kültürleri","Kg"
NULL,,"-- Diğerleri",
NULL,"3002.90.90.00.11","--- Saksitoksin","Kg"
NULL,"3002.90.90.00.12","--- Risin","Kg"
NULL,"3002.90.90.00.19","--- Diğerleri","Kg"
NULL,"3003","Tedavide veya korunmada kullanılmak üzere birbirleriyle",
NULL,,"karıştırılmış iki veya daha fazla unsurdan oluşan ilaçlar",
NULL,,"(30.02,30.05 ve 30.06 pozisyonlarındaki ürünler hariç)",
NULL,,"(dozlandırılmamış veya perakende satılacak şekilde ambalajlan-",
NULL,,"mamış):",
NULL,"3003.10","- Penisilanik asit bünyeli penisilinler veya  bunların türevleri veya",
NULL,,"streptomisinler veya bunların türevlerini içerenler",
NULL,"3003.10.00.00.11","-- Penisilin,prokain penisilin","Kg"
NULL,"3003.10.00.00.12","-- Ampisilin","Kg"
NULL,"3003.10.00.00.13","-- Amoksisilin","Kg"
NULL,"3003.10.00.00.14","-- Azidosilin","Kg"
NULL,"3003.10.00.00.15","-- Benzil penisilin","Kg"
NULL,"3003.10.00.00.16","-- Benzatin benzil penisilin","Kg"
NULL,"3003.10.00.00.17","-- Karbenisilin","Kg"
NULL,"3003.10.00.00.18","-- Kloksasilin","Kg"
NULL,"3003.10.00.00.21","-- Dikloksasilin","Kg"
NULL,"3003.10.00.00.22","-- Metisilin","Kg"
NULL,"3003.10.00.00.23","-- Oksasilin","Kg"
NULL,"3003.10.00.00.24","-- Fenoksimetil penisilin","Kg"
NULL,"3003.10.00.00.25","-- Propisilin","Kg"
NULL,"3003.10.00.00.26","-- Streptomisin","Kg"
NULL,"3003.10.00.00.27","-- Dihidrostreptomisin","Kg"
NULL,"3003.10.00.00.29","-- Diğerleri","Kg"
NULL,"3003.20","- Diğer antibiyotikleri içerenler",
NULL,"3003.20.00.00.11","-- Sefasetril","Kg"
NULL,"3003.20.00.00.12","-- Sefaleksin","Kg"
NULL,"3003.20.00.00.13","-- Sefaloglisin","Kg"
NULL,"3003.20.00.00.14","-- Sefaloridin","Kg"
NULL,"3003.20.00.00.15","-- Sefalotin","Kg"
NULL,"3003.20.00.00.16","-- Sefapirin","Kg"
NULL,"3003.20.00.00.17","-- Aminosidin","Kg"
NULL,"3003.20.00.00.18","-- Gentamisin","Kg"
NULL,"3003.20.00.00.21","-- Kanamisin","Kg"
NULL,"3003.20.00.00.22","-- Neomisin","Kg"
NULL,"3003.20.00.00.23","-- Amikasin","Kg"
NULL,"3003.20.00.00.24","-- Spektinomisin","Kg"
NULL,"3003.20.00.00.25","-- Viomisin","Kg"
NULL,"3003.20.00.00.26","-- Griseofulvin","Kg"
NULL,"3003.20.00.00.27","-- Rifamisin","Kg"
NULL,"3003.20.00.00.28","-- Sikloserin","Kg"
NULL,"3003.20.00.00.31","-- Klortetrasiklin","Kg"
NULL,"3003.20.00.00.32","-- Doksisiklin","Kg"
NULL,"3003.20.00.00.33","-- Oksitetrasiklin","Kg"
NULL,"3003.20.00.00.34","-- Tetrasiklin","Kg"
NULL,"3003.20.00.00.35","-- Politetrasiklin","Kg"
NULL,"3003.20.00.00.36","-- Dimetiklortetrasiklin","Kg"
NULL,"3003.20.00.00.37","-- Basitrasin","Kg"
NULL,"3003.20.00.00.38","-- Kolistin","Kg"
NULL,"3003.20.00.00.41","-- Daktinomisin","Kg"
NULL,"3003.20.00.00.42","-- Gramisidin","Kg"
NULL,"3003.20.00.00.43","-- Polimiksin","Kg"
NULL,"3003.20.00.00.44","-- Karbomisin","Kg"
NULL,"3003.20.00.00.45","-- Eritromisin","Kg"
NULL,"3003.20.00.00.46","-- Oleandromisin","Kg"
NULL,"3003.20.00.00.47","-- Tilozin","Kg"
NULL,"3003.20.00.00.48","-- Kloramfenikol","Kg"
NULL,"3003.20.00.00.51","-- Klindamisin","Kg"
NULL,"3003.20.00.00.52","-- Linkomisin","Kg"
NULL,"3003.20.00.00.53","-- Novobiosin","Kg"
NULL,"3003.20.00.00.59","-- Diğerleri","Kg"
NULL,,"- 29.37 pozisyonundaki hormonları veya diğer ürünleri içerip,",
NULL,,"antibiyotikleri içermeyenler:",
NULL,"3003.31.00.00.00","-- Ensülin içerenler","Kg"
NULL,"3003.39.00.00.00","-- Diğerleri","Kg"
NULL,"3003.40","- Alkaloidleri veya bunların türevlerini içerip,antibiyotikleri",
NULL,,"veya 29.37 pozisyonundaki hormonları veya diğer ürünleri",
NULL,,"içermeyenler:",
NULL,"3003.40.00.10.00","-- Birinci sınıf","Kg"
NULL,"3003.40.00.20.00","-- İkinci sınıf","Kg"
NULL,"3003.40.00.30.00","-- Üçüncü sınıf","Kg"
NULL,"3003.90","- Diğerleri",
NULL,,"-- İyod veya iyod bileşiklerini içerenler:",
NULL,"3003.90.10.10.00","--- Birinci sınıf","Kg"
NULL,"3003.90.10.20.00","--- İkinci sınıf","Kg"
NULL,"3003.90.10.30.00","--- Üçüncü sınıf","Kg"
NULL,,"-- Diğerleri:",
NULL,"3003.90.90.10.00","--- Birinci sınıf","Kg"
NULL,"3003.90.90.20.00","--- İkinci sınıf","Kg"
NULL,"3003.90.90.30.00","--- Üçüncü sınıf","Kg"
NULL,"3004","Tedavide veya korunmada kullanılmak üzere karışık olan veya",
NULL,,"karışık olmayan ürünlerden oluşan ilaçlar (30.02,30.05 ve",
NULL,,"30.06 pozisyonlarındaki eşya hariç) (dozlandırılmış veya",
NULL,,"perakende satılacak şekilde ambalajlanmış):",
NULL,"3004.10","- Penisilanik asit bünyeli penisilinler veya bunların",
NULL,,"türevleri veya streptomisinler veya bunların türevlerini",
NULL,,"içerenler:",
NULL,,"-- Aktif madde olarak sadece penisilanik asit bünyeli",
NULL,,"penisilinleri veya bunların türevlerini içerenler",
NULL,"3004.10.10.00.11","--- Penisilin,prokain penisilin","Kg"
NULL,"3004.10.10.00.12","--- Ampisilin","Kg"
NULL,"3004.10.10.00.13","--- Amoksisilin","Kg"
NULL,"3004.10.10.00.14","--- Azidosilin","Kg"
NULL,"3004.10.10.00.15","--- Benzil penisilin","Kg"
NULL,"3004.10.10.00.16","--- Benzatin benzil penisilin","Kg"
NULL,"3004.10.10.00.17","--- Karbenisilin","Kg"
NULL,"3004.10.10.00.18","--- Kloksasilin","Kg"
NULL,"3004.10.10.00.21","--- Dikloksasilin","Kg"
NULL,"3004.10.10.00.22","--- Metisilin","Kg"
NULL,"3004.10.10.00.23","--- Oksasilin","Kg"
NULL,"3004.10.10.00.24","--- Fenoksimetil penisilin","Kg"
NULL,"3004.10.10.00.25","--- Propisilin","Kg"
NULL,"3004.10.10.00.29","--- Diğerleri","Kg"
NULL,,"-- Diğerleri",
NULL,"3004.10.90.00.11","--- Streptomisin","Kg"
NULL,"3004.10.90.00.12","--- Dihidrostreptomisin","Kg"
NULL,"3004.10.90.00.19","--- Diğerleri","Kg"
NULL,"3004.20","- Diğer antibiyotikleri içerenler:",
NULL,,"-- Perakende satılacak şekilde ambalajlanmış olanlar",
NULL,"3004.20.10.00.11","--- Sefasetril","Kg"
NULL,"3004.20.10.00.12","--- Sefaleksin","Kg"
NULL,"3004.20.10.00.13","--- Sefaloglisin","Kg"
NULL,"3004.20.10.00.14","--- Sefaloridin","Kg"
NULL,"3004.20.10.00.15","--- Sefalotin","Kg"
NULL,"3004.20.10.00.16","--- Sefapirin","Kg"
NULL,"3004.20.10.00.17","--- Aminosidin","Kg"
NULL,"3004.20.10.00.18","--- Gentamisin","Kg"
NULL,"3004.20.10.00.21","--- Kanamisin","Kg"
NULL,"3004.20.10.00.22","--- Neomisin","Kg"
NULL,"3004.20.10.00.23","--- Amikasin","Kg"
NULL,"3004.20.10.00.24","--- Spektinomisin","Kg"
NULL,"3004.20.10.00.25","--- Viomisin","Kg"
NULL,"3004.20.10.00.26","--- Griseofulvin","Kg"
NULL,"3004.20.10.00.27","--- Rifamisin","Kg"
NULL,"3004.20.10.00.28","--- Sikloserin","Kg"
NULL,"3004.20.10.00.31","--- Klortetrasiklin","Kg"
NULL,"3004.20.10.00.32","--- Doksisiklin","Kg"
NULL,"3004.20.10.00.33","--- Oksitetrasiklin","Kg"
NULL,"3004.20.10.00.34","--- Tetrasiklin","Kg"
NULL,"3004.20.10.00.35","--- Politetrasiklin","Kg"
NULL,"3004.20.10.00.36","--- Dimetilklortetrasiklin","Kg"
NULL,"3004.20.10.00.37","--- Basitrasin","Kg"
NULL,"3004.20.10.00.38","--- Kolistin","Kg"
NULL,"3004.20.10.00.41","--- Daktinomisin","Kg"
NULL,"3004.20.10.00.42","--- Gramisidin","Kg"
NULL,"3004.20.10.00.43","--- Polimiksin","Kg"
NULL,"3004.20.10.00.44","--- Karbomisin","Kg"
NULL,"3004.20.10.00.45","--- Eritromisin","Kg"
NULL,"3004.20.10.00.46","--- Oleandromisin","Kg"
NULL,"3004.20.10.00.47","--- Tilozin","Kg"
NULL,"3004.20.10.00.48","--- Kloramfenikol","Kg"
NULL,"3004.20.10.00.51","--- Klindamisin","Kg"
NULL,"3004.20.10.00.52","--- Linkomisin","Kg"
NULL,"3004.20.10.00.53","--- Novobiosin","Kg"
NULL,"3004.20.10.00.59","--- Diğerleri","Kg"
NULL,,"-- Diğerleri",
NULL,"3004.20.90.00.11","--- Sefasetril","Kg"
NULL,"3004.20.90.00.12","--- Sefaleksin","Kg"
NULL,"3004.20.90.00.13","--- Sefaloglisin","Kg"
NULL,"3004.20.90.00.14","--- Sefaloridin","Kg"
NULL,"3004.20.90.00.15","--- Sefalotin","Kg"
NULL,"3004.20.90.00.16","--- Sefapirin","Kg"
NULL,"3004.20.90.00.17","--- Aminosidin","Kg"
NULL,"3004.20.90.00.18","--- Gentamisin","Kg"
NULL,"3004.20.90.00.21","--- Kanamisin","Kg"
NULL,"3004.20.90.00.22","--- Neomisin","Kg"
NULL,"3004.20.90.00.23","--- Amikasin","Kg"
NULL,"3004.20.90.00.24","--- Spektinomisin","Kg"
NULL,"3004.20.90.00.25","--- Viomisin","Kg"
NULL,"3004.20.90.00.26","--- Griseofulvin","Kg"
NULL,"3004.20.90.00.27","--- Rifamisin","Kg"
NULL,"3004.20.90.00.28","--- Sikloserin","Kg"
NULL,"3004.20.90.00.31","--- Klortetrasiklin","Kg"
NULL,"3004.20.90.00.32","--- Doksisiklin","Kg"
NULL,"3004.20.90.00.33","--- Oksitetrasiklin","Kg"
NULL,"3004.20.90.00.34","--- Tetrasiklin","Kg"
NULL,"3004.20.90.00.35","--- Politetrasiklin","Kg"
NULL,"3004.20.90.00.36","--- Dimetilklortetrasiklin","Kg"
NULL,"3004.20.90.00.37","--- Basitrasin","Kg"
NULL,"3004.20.90.00.38","--- Kolistin","Kg"
NULL,"3004.20.90.00.41","--- Daktinomisin","Kg"
NULL,"3004.20.90.00.42","--- Gramisidin","Kg"
NULL,"3004.20.90.00.43","--- Polimiksin","Kg"
NULL,"3004.20.90.00.44","--- Karbomisin","Kg"
NULL,"3004.20.90.00.45","--- Eritromisin","Kg"
NULL,"3004.20.90.00.46","--- Oleandromisin","Kg"
NULL,"3004.20.90.00.47","--- Tilozin","Kg"
NULL,"3004.20.90.00.48","--- Kloramfenikol","Kg"
NULL,"3004.20.90.00.51","--- Klindamisin","Kg"
NULL,"3004.20.90.00.52","--- Linkomisin","Kg"
NULL,"3004.20.90.00.53","--- Novobiosin","Kg"
NULL,"3004.20.90.00.59","--- Diğerleri","Kg"
NULL,,"- Antibiyotikleri içermeyip,29.37 pozisyonundaki hormonları",
NULL,,"veya diğer ürünleri içerenler:",
NULL,"3004.31","-- Ensülin içerenler:",
NULL,"3004.31.10.00.00","--- Perakende satılacak şekilde ambalajlanmış olanlar","Kg"
NULL,"3004.31.90.00.00","--- Diğerleri","Kg"
NULL,"3004.32","-- Böbrek üstü bezi kabuğu hormonlarını içerenler:",
NULL,"3004.32.10.00.00","--- Perakende satılacak şekilde ambalajlanmış olanlar","Kg"
NULL,"3004.32.90.00.00","--- Diğerleri","Kg"
NULL,"3004.39","-- Diğerleri:",
NULL,"3004.39.10.00.00","--- Perakende satılacak şekilde ambalajlanmış olanlar","Kg"
NULL,"3004.39.90.00.00","--- Diğerleri","Kg"
NULL,"3004.40","- Alkaloidleri veya bunların türevlerini içerip,antibiyotikleri veya",
NULL,,"29.37 pozisyonundaki hormonları veya diğer ürünleri içermeyen-",
NULL,,"ler:",
NULL,"3004.40.10.00.00","-- Perakende satılacak şekilde ambalajlanmış olanlar","Kg"
NULL,"3004.40.90.00.00","-- Diğerleri","Kg"
NULL,"3004.50","- 29.36 Pozisyonundaki vitaminleri veya diğer ürünleri içeren",
NULL,,"diğer ilaçlar:",
NULL,"3004.50.10.00.00","-- Perakende satılacak şekilde ambalajlanmış olanlar","Kg"
NULL,"3004.50.90.00.00","-- Diğerleri","Kg"
NULL,"3004.90","- Diğerleri:",
NULL,,"-- Perakende satılacak şekilde ambalajlanmış olanlar:",
NULL,,"--- İyod veya iyod bileşiklerini içerenler:",
NULL,"3004.90.11.10.00","---- Birinci sınıf","Kg"
NULL,"3004.90.11.20.00","---- İkinci sınıf","Kg"
NULL,"3004.90.11.30.00","---- Üçüncü sınıf","Kg"
NULL,,"--- Diğerleri:",
NULL,"3004.90.19.10.00","---- Birinci sınıf","Kg"
NULL,"3004.90.19.20.00","---- İkinci sınıf","Kg"
NULL,"3004.90.19.30.00","---- Üçüncü sınıf","Kg"
NULL,,"-- Diğerleri:",
NULL,,"--- İyod veya iyod bileşiklerini içerenler:",
NULL,"3004.90.91.10.00","---- Birinci sınıf","Kg"
NULL,"3004.90.91.20.00","---- İkinci sınıf","Kg"
NULL,"3004.90.91.30.00","---- Üçüncü sınıf","Kg"
NULL,,"--- Diğerleri:",
NULL,"3004.90.99.10.00","---- Birinci sınıf","Kg"
NULL,"3004.90.99.20.00","---- İkinci sınıf","Kg"
NULL,"3004.90.99.30.00","---- Üçüncü sınıf","Kg"
NULL,"3005","Tıpta,cerrahide,dişçilikte veya veterinerlikte kullanılan",
NULL,,"eczacılık maddeleri emdirilmiş veya kaplanmış veya perakende",
NULL,,"satılacak şekilde hazırlanmış veya ambalajlanmış pamuklar,",
NULL,,"gaz bezleri,bandajlar ve benzeri maddeler (sargılar,sparadralar,",
NULL,,"hardal yakıları gibi):",
NULL,"3005.10.00.00.00","- Yapışkan sargılar ve yapışkan tabakası olan diğer maddeler","Kg"
NULL,"3005.90","- Diğerleri:",
NULL,,"-- Vatka ve vatkadan mamul eşya",
NULL,"3005.90.10.00.11","--- Hidrofil pamuktan","Kg"
NULL,"3005.90.10.00.19","--- Diğerleri","Kg"
NULL,,"-- Diğerleri:",
NULL,,"--- Tekstil maddelerinden yapılmış olanlar:",
NULL,,"---- Gaz bezleri ve gazlı diğer eşya",
NULL,"3005.90.31.00.11","----- Gaz bezleri","Kg"
NULL,"3005.90.31.00.12","----- Tıbbi gaz kompresler","Kg"
NULL,"3005.90.31.00.19","----- Gazlı diğer eşya","Kg"
NULL,,"---- Diğerleri:",
NULL,"3005.90.51.00.00","----- Dokunmamış mensucattan yapılmış olanlar","Kg"
NULL,,"----- Diğerleri",
NULL,"3005.90.55.00.11","------ Alçılı sargı bezi","Kg"
NULL,"3005.90.55.00.12","------ Tıbbi üçgen sargı","Kg"
NULL,"3005.90.55.00.19","------ Diğerleri","Kg"
NULL,,"--- Diğerleri:",
NULL,"3005.90.99.10.00","---- Tıbbi muşamba ve tafta angle","Kg"
NULL,"3005.90.99.90.00","---- Diğerleri","Kg"
NULL,"3006","Bu fasılın 4 nolu notunda belirtilen eczacılık eşyası ve müstah-",
NULL,,"zarları:",
NULL,"3006.10","- Cerrahi dikişler için steril katgütler,benzeri steril dikiş",
NULL,,"malzemeleri ve cerrahi yaraları kapatmada kullanılan",
NULL,,"steril organik doku yapıştırıcıları;steril laminaryalar;",
NULL,,"cerrahide ve dişçilikte kullanılan emici steril hemostatlar:",
NULL,"3006.10.10.00.00","-- Cerrahi dikişler için steril katgütler","Kg"
NULL,,"-- Diğerleri",
NULL,"3006.10.90.00.11","--- Cerrahide ve dişçilikte kullanılan emici steril hemostatlar","Kg"
NULL,"3006.10.90.00.12","--- Cerrahi poliamid iplik","Kg"
NULL,"3006.10.90.00.13","--- Cerrahi poliglaktin iplik","Kg"
NULL,"3006.10.90.00.14","--- Cerrahi paslanmaz çelik tel","Kg"
NULL,"3006.10.90.00.19","--- Diğerleri","Kg"
NULL,"3006.20.00.00.00","- Kan gruplarının veya kan faktörlerinin tayinine mahsus","Kg"
NULL,,"reaktifler",
NULL,"3006.30","- Radyografi muayeneleri için X-ışınlarını geçirmeyen müstah-",
NULL,,"zarlar;hastaya tatbik edilmek üzere hazırlanmış teşhis reak-",
NULL,,"tifleri",
NULL,"3006.30.00.00.11","-- Hastaya tatbik edilmek üzere hazırlanmış teşhis reaktifleri","Kg"
NULL,"3006.30.00.00.12","-- Radyografi muayeneleri için X-ışınlarını geçirmeyen müstahzarlar","Kg"
NULL,"3006.40","- Dişçi çimentoları ve diğer diş dolgu maddeleri;kemiklerin",
NULL,,"tedavisinde kullanılan çimentolar",
NULL,"3006.40.00.00.11","-- Kemiklerin tedavisinde kullanılan çimentolar","Kg"
NULL,"3006.40.00.00.12","-- Çinko-fosfat siman","Kg"
NULL,"3006.40.00.00.19","-- Diğer dişçi çimentosu ve diğer diş dolgu maddeleri","Kg"
NULL,"3006.50.00.00.00","- İlk yardım çantaları ve kutuları","Kg"
NULL,"3006.60","- Esası hormon veya spermisit olan gebeliği önleyici kimyasal",
NULL,,"müstahzarlar:",
NULL,,"-- Esası hormon olanlar:",
NULL,"3006.60.11.00.00","--- Perakende satılacak şekilde ambalajlanmış olanlar","Kg"
NULL,"3006.60.19.00.00","--- Diğerleri","Kg"
NULL,"3006.60.90.00.00","-- Esası spermisit olanlar","Kg"
NULL,"3101.00","Hayvansal veya bitkisel gübreler (birbirleriyle karıştırılmış",
NULL,,"veya kimyasal olarak işlem görmüş olsun olmasın);bitkisel",
NULL,,"veya hayvansal menşeli gübrelerin kimyasal bir işleme tabi",
NULL,,"tutulmasından veya karıştırılmasından elde edilen gübreler",
NULL,"3101.00.00.10.00","- Kimyasal olarak işlem görmüş olanlar","Kg"
NULL,"3101.00.00.90.00","- Diğerleri","Kg"
NULL,"3102","Azotlu mineral veya kimyasal gübreler:",
NULL,"3102.10","- Üre (sulu çözelti halinde olsun olmasın):",
NULL,"3102.10.10.00.00","-- Kuru anhidrit ürün üzerinden,içindeki azot miktarı ağırlık itibariyle","Kg N"
NULL,,"%45'den fazla olan üre",
NULL,"3102.10.90.00.00","-- Diğerleri","Kg N"
NULL,,"- Amonyum sülfat;amonyum sülfat ve amonyum nitratın çift",
NULL,,"tuzları;karışımları:",
NULL,"3102.21.00.00.00","-- Amonyum sülfat","Kg N"
NULL,"3102.29","-- Diğerleri",
NULL,"3102.29.00.00.11","--- Amonyum sülfo nitrat","Kg N"
NULL,"3102.29.00.00.19","--- Diğerleri","Kg N"
NULL,"3102.30","- Amonyum nitrat (sulu çözelti halinde olsun olmasın):",
NULL,"3102.30.10.00.00","-- Sulu çözelti halinde","Kg N"
NULL,"3102.30.90.00.00","-- Diğerleri","Kg N"
NULL,"3102.40","- Amonyum nitratın kalsiyum karbonatla veya bitki besin madde-",
NULL,,"si olmayan diğer anorganik maddelerle karışımları:",
NULL,,"-- Ağırlık itibariyle içindeki azot miktarı %28'i geçmeyenler",
NULL,"3102.40.10.00.11","--- Kalsiyum amonyum nitrat (CAN)","Kg N"
NULL,"3102.40.10.00.19","--- Diğerleri","Kg N"
NULL,,"-- Ağırlık itibariyle içindeki azot miktarı %28'i geçenler",
NULL,"3102.40.90.00.11","--- Kalsiyum amonyum nitrat (CAN)","Kg N"
NULL,"3102.40.90.00.19","--- Diğerleri","Kg N"
NULL,"3102.50","- Sodyum nitrat:",
NULL,,"-- Tabii sodyum nitrat:",
NULL,"3102.50.10.10.00","--- Ağırlık itibariyle %16,3 veya daha az azot içerenler","Kg"
NULL,"3102.50.10.90.00","--- Diğerleri","Kg"
NULL,,"-- Diğerleri",
NULL,"3102.50.90.10.00","--- Ağırlık itibariyle %16,3 veya daha az azot içerenler","Kg N"
NULL,"3102.50.90.90.00","--- Diğerleri","Kg N"
NULL,"3102.60.00.00.00","- Kalsiyum nitrat ve amonyum nitratın çift tuzları ve","Kg N"
NULL,,"karışımları",
NULL,"3102.70","- Kalsiyum siyanamid:",
NULL,"3102.70.00.10.00","--- Ağırlık itibariyle %25 veya daha az azot içerenler","Kg N"
NULL,"3102.70.00.90.00","--- Diğerleri","Kg N"
NULL,"3102.80.00.00.00","- Üre ve amonyum nitratın sulu veya amonyaklı çözeltiler","Kg N"
NULL,,"içindeki karışımları",
