"null";"23.01";"Et, sakatat, balık, kabuklu deniz hayvanları, yumuşakçalar veya ";;
"null";;"diğer su omurgasızlarının insanların yemesine elverişli olmayan ";;
"null";;"unları, kaba unları ve pelletleri; kakırdaklar(donyağı tortusu):";;
"null";"2301.10";" - Et veya sakatatın unları, kaba unları ve pelletleri; kakırdaklar";" ";" "
"null";"2301.10.00.00.13";" - - Kanatlı hayvanlardan elde edilenler";"-";5
"null";"2301.10.00.00.14";" - - Geviş getiren (ruminat) hayvanlardan elde edilenler";"-";5
"null";"2301.10.00.00.18";" - - Diğerleri";"-";5
"null";"2301.20";" - Balık, kabuklu deniz hayvanı, yumuşakça veya diğer su omurga -";;
"null";;"    sızlarının unları ,kaba unları ve pelletleri";;" "
"null";"2301.20.00.00.11";" - - Balık unu";"-";5
"null";"2301.20.00.00.19";" - - Diğerleri";"-";5
"null";;;;
"null";"23.02";"Hububat veya baklagillerin elenmesi, öğütülmesi veya başka";;
"null";;"işlemlere tabi tutulması sonucu elde edilen kepek, kavuz ve ";;
"null";;"diğer kalıntılar (pellet halinde olsun olmasın):";;
"null";"2302.10";" - Mısırdan elde edilenler:";;
"null";;" - - Ağırlık itibariyle % 35 veya daha az nişasta içerenler";;" "
"null";"2302.10.10.00.11";" - - - Kepekler";"-";15
"null";"2302.10.10.00.19";" - - - Diğerleri";"-";15
"null";;" - -  Diğerleri";;" "
"null";"2302.10.90.00.11";" - - - Kepekler";"-";15
"null";"2302.10.90.00.19";" - - - Diğerleri";"-";15
"null";"2302.30";" - Buğdaydan elde edilenler:";;
"null";;" - - Ağırlık itibariyle nişasta oranı % 28'i geçmeyen, göz büyüklüğü 0,2";;
"null";;"     mm. olan elekten geçen ürün oranı, ağırlık itibariyle % 10'u geçme-";;
"null";;"     yen ya da kuru madde üzerinden hesaplandığında elekten geçen";;
"null";;"     ürünün bıraktığı kül oranı ağırlık itibariyle % 1,5 veya daha fazla";;
"null";;"     olanlar";;" "
"null";"2302.30.10.00.11";" - - - Kepekler";"-";15
"null";"2302.30.10.00.19";" - - - Diğerleri";"-";15
"null";;" - - Diğerleri";;" "
"null";"2302.30.90.00.11";" - - - Kepekler";"-";15
"null";"2302.30.90.00.19";" - - - Diğerleri";"-";15
"null";"2302.40";" - Diğer hububattan elde edilenler:";;
"null";;" - - Pirinçten elde edilenler:";;
"null";;" - - - Ağırlık itibariyle % 35 veya daha az nişasta içerenler";;
"null";"2302.40.02.00.11";" - - - - Kepekler";"-";15
"null";"2302.40.02.00.19";" - - - - Diğerleri";"-";15
"null";;" - - - Diğerleri";;
"null";"2302.40.08.00.11";" - - - - Kepekler";"-";15
"null";"2302.40.08.00.19";" - - - - Diğerleri";"-";15
"null";;" - -  Diğerleri";;
"null";;" - - - Ağırlık itibariyle nişasta oranı % 28'i geçmeyen, göz büyüklüğü 0,2";;
"null";;"     mm. olan elekten geçen ürün oranı, ağırlık itibariyle % 10'u geçmeyen";;
"null";;"     ya da kuru madde üzerinden hesaplandığında elekten geçen ürünün";;
"null";;"     bıraktığı kül oranı ağırlık itibariyle % 1,5 veya daha fazla olanlar";;" "
"null";"2302.40.10.00.11";" - - - - Kepekler";"-";15
"null";"2302.40.10.00.19";" - - - - Diğerleri";"-";15
"null";;" - - - Diğerleri";;
"null";"2302.40.90.00.11";" - - - - Kepekler";"-";15
"null";"2302.40.90.00.19";" - - - - Diğerleri";"-";15
"null";"2302.50";" - Baklagillerden elde edilenler";;
"null";"2302.50.00.00.11";" - - Kepekler";"-";15
"null";"2302.50.00.00.19";" - - Diğerleri";"-";15
"null";;;;
"null";"23.03";"Nişastacılık artıkları ve benzeri artıklar; şeker pancarının etli ";;
"null";;"kısımları, şeker kamışı bagası ve şeker sanayiinin diğer artıkları, ";;
"null";;"biracılık ve damıtık içki sanayiinin posa ve artıkları (pellet ";;
"null";;"halinde olsun olmasın):";;
"null";"2303.10";" - Nişastacılık artıkları ve benzeri artıklar:";;
"null";;" - - Mısır nişastası imalat artıkları (konsantre edilmiş ıslatma suları hariç):";;
"null";;" - - - Kuru madde üzerinden hesaplandığında protein oranı ağırlık";;
"null";;"        itibariyle % 40'tan fazla olanlar";;
"null";"2303.10.11.00.11";" - - - - Mısır gluteni";"-";5
