"null";"7001.00";"Cam kırıkları ve diğer cam döküntü ve artıkları, katot ışınlı tüpler veya ";;
"null";;"85.49 pozisyonundaki diğer aktive edilmiş cam hariç; külçe cam:";;
"null";"7001.00.10.00.00";" - Cam kırıkları ve diğer cam döküntü ve artıkları";"-";10
"null";;" - Külçe cam:";;
"null";"7001.00.91.00.00";" - - Optik camdan olanlar";"-";15
"null";;" - - Diğerleri:";;
"null";"7001.00.99.10.00";" - - - Rubinli cam";"-";25
"null";"7001.00.99.90.00";" - - - Diğerleri";"-";10
"null";;;;
"null";"70.02";"İşlenmemiş cam bilyalar (70.18 pozisyonundaki cam kürecikler ";;
"null";;" hariç), çubuklar veya borular:";;
"null";"7002.10.00.00.00";" - Bilyalar";"-";25
"null";"7002.20";" - Çubuklar:";;
"null";"7002.20.10.00.00";" - - Optik camdan olanlar";"-";15
"null";"7002.20.90.00.00";" - - Diğerleri";"-";25
"null";;" - Borular:";;
"null";"7002.31.00.00.00";" - - Eritilmiş kuvartz veya diğer eritilmiş silisten";"-";25
"null";"7002.32.00.00.00";" - - 0 oC ile 300 oC'Ier arasındaki ısıda doğrusal genleşme katsayısı 5x10- 6/";;
"null";;"     Kelvin'i geçmeyen (ısıya dayanıklı) diğer camlardan";"-";25
"null";"7002.39.00.00.00";" - - Diğerleri";"-";25
"null";;;;
"null";"70.03";"Dökme cam ve haddeden geçirilmiş cam (plaka veya";;
"null";;"profil halinde) absorblayıcı (emici) veya yansıtıcı ya da yansıtıcı olmayan ";;
"null";;"bir tabakası olsun olmasın,fakat başka şekilde işlenmemiş) :";;
"null";;" - Tel ile takviye edilmemiş plakalar :";;
"null";"7003.12";" - - Kütle halinde renklendirilmiş, opaklaştırılmış, parlatılmış";;
"null";;"    veya absorplayıcı (emici) veya yansıtıcı  ya da yansıtıcı olmayan ";;
"null";;"     bir tabakası olanlar:";;
"null";"7003.12.10.00.00";" - - - Optik camdan olanlar";"m2";15
"null";;" - - - Diğerleri:";;
"null";;" - - - - Yansıtıcı olmayan bir tabakası olanlar";;
"null";"7003.12.91.10.00";" - - - - - Buzlu,renkli,dalgalı ve çizgili camlar";"m2";100
"null";"7003.12.91.90.00";" - - - - - Diğerleri";"m2";40
"null";;" - - - - Diğerleri";;
"null";"7003.12.99.10.00";" - - - - - Buzlu,renkli,dalgalı ve çizgili camlar";"m2";100
"null";"7003.12.99.90.00";" - - - - - Diğerleri";"m2";40
"null";"7003.19";" - - Diğerleri:";;
"null";"7003.19.10.00.00";" - - - Optik camdan olanlar";"m2";15
"null";;" - - - Diğerleri";;
"null";;" - - - - Buzlu,renkli,dalgalı ve çizgili camlar";;
"null";"7003.19.90.10.11";" - - - - - Buzlu renkli cam";"m2";100
"null";"7003.19.90.10.12";" - - - - - Buzlu renksiz cam";"m2";100
"null";"7003.19.90.10.19";" - - - - - Diğerleri";"m2";100
"null";"7003.19.90.90.00";" - - - - Diğerleri";"m2";40
"null";"7003.20";" - Tel ile takviye edilmiş plakalar:";;
"null";"7003.20.00.10.00";" - - Kütle halinde renklendirilmiş, opaklaştırılmış, parlatılmış";;
"null";;"      veya absorplayıcı (emici) veya yansıtıcı bir tabakası olanlar";"m2";40
"null";"7003.20.00.90.00";" - - Diğerleri";"m2";40
"null";"7003.30.00.00.00";" - Profiller";"-";100
"null";;;;
"null";"70.04";"Çekme ve üfleme cam (plaka halinde),absorblayıcı(emici) veya yansıtıcı ";;
"null";;"ya da yansıtıcı olmayan bir tabakası olsun olmasın, fakat başka şekilde";;
"null";;"işlenmemiş):";;
"null";"7004.20";" - Kütle halinde renklendirilmiş, opaklaştırılmış veya parlatılmış veya";;
"null";;"   absorplayıcı (emici) veya yansıtıcı ya da yansıtıcı olmayan bir";;
"null";;"   'tabakası olanlar:";;
"null";"7004.20.10.00.00";" - - Optik camdan olanlar";"m2";15
"null";;" - - Diğerleri:";;
"null";"7004.20.91.00.00";" - - - Yansıtıcı olmayan bir tabakası olanlar";"m2";100
"null";;" - - - Diğerleri:";;
"null";"7004.20.99.10.00";" - - - - Antik cam";"m2";100
"null";;" - - - - Diğerleri";;
"null";"7004.20.99.90.11";" - - - - - Kalınlığı 2,5 mm.yi geçmeyenler";"m2";50
"null";"7004.20.99.90.12";" - - - - - Kalınlığı 2,5 mm.yi geçen fakat 3,5 mm.yi geçmeyenler";"m2";50
"null";"7004.20.99.90.13";" - - - - - Kalınlığı 3,5 mm.yi geçen fakat 4,5 mm.yi geçmeyenler";"m2";50
"null";"7004.20.99.90.14";" - - - - - Kalınlığı 4,5 mm.yi geçenler";"m2";50
"null";"7004.90";" - Diğer camlar:";;
"null";"7004.90.10.00.00";" - - Optik camdan olanlar";"m2";15
"null";;" - - Diğerleri:";;
"null";"7004.90.80.10.00";" - - - Antik cam";"m2";100
"null";"7004.90.80.90.00";" - - - Diğerleri";"m2";50
"null";;;;
"null";"70.05";"Float cam ve yüzeyi taşlanmış veya parlatılmış cam (plakalar";;
"null";;"halinde) absorblayıcı (emici) veya yansıtıcı ya da yansıtıcı olmayan bir ";;
"null";;"tabakası 'olsun olmasın, fakat başka şekilde işlenmemiş:";;
"null";"7005.10";" - Tel ile takviye edilmemiş cam absorplayıcı (emici) veya yansıtıcı ya ";;
"null";;"   da yansıtcı olmayan bir tabakası olanlar:";;
"null";"7005.10.05.00.00";" - - Yansıtıcı olmayan bir tabakası olanlar";"m2";75
"null";;" - - Diğerleri:";;
"null";"7005.10.25.00.00";" - - - Kalınlığı 3,5 mm. yi geçmeyenler";"m2";75
"null";"7005.10.30.00.00";" - - - Kalınlığı 3,5 mm. yi geçen fakat 4,5 mm. yi geçmeyenler";"m2";75
"null";"7005.10.80.00.00";" - - -  Kalınlığı 4,5 mm. yi geçenler";"m2";75
"null";;" - Tel ile takviye edilmemiş diğer camlar:";;
"null";"7005.21";" - - Kütle halinde renklendirilmiş, opaklaştırılmış";;
"null";;"     parlatılmış veya sadece taşlanmış:";;
"null";"7005.21.25.00.00";" - - - Kalınlığı 3,5 mm. yi geçmeyenler";"m2";75
"null";"7005.21.30.00.00";" - - - Kalınlığı 3,5 mm. yi geçen fakat 4,5 mm. yi geçmeyenler";"m2";75
"null";"7005.21.80.00.00";" - - -  Kalınlığı 4,5 mm. yi geçenler";"m2";75
"null";"7005.29";" - - Diğerleri:";;
"null";"7005.29.25.00.00";" - - - Kalınlığı 3,5 mm. yi geçmeyenler";"m2";75
"null";"7005.29.35.00.00";" - - - Kalınlığı 3,5 mm. yi geçen fakat 4,5 mm. yi geçmeyenler";"m2";75
"null";"7005.29.80.00.00";" - - -  Kalınlığı 4,5 mm. yi geçenler";"m2";75
"null";"7005.30.00.00.00";" - Tel ile takviye edilmiş  cam";"m2";75
"null";;;;
"null";"7006.00";"70.03, 70.04 veya 70.05 Pozisyonlarındaki camların bombelendirilmiş, ";;
"null";;"kenar işlemeli, aşındırılmış, delinmiş, emaye baskı uygulanmış";;
"null";;"veya başka şekilde işlenmiş, fakat diğer malzemelerle çerçevelen-";;
"null";;"memiş veya donatılmamış olanlar:";;
"null";"7006.00.10.00.00";" - Optik camdan";"-";15
"null";;" - Diğerleri";" ";
"null";"7006.00.90.00.11";" - - Şekilleri ne olursa olsun, kenarları işlenmiş camlar";"-";100
"null";"7006.00.90.00.12";" - - Her türlü sable cam (kum püskürtülmüş) ";"-";100
"null";"7006.00.90.00.19";" - - Diğerleri";"-";100
"null";;;;
"null";"70.07";"Emniyet camları [sertleştirilmiş (temperlenmiş) veya lamine ";;
"null";;"edilmiş camlardan]:";;
"null";;" - Sertleştirilmiş emniyet camları:";;
"null";"7007.11";" - - Kara, hava ve uzay araçlarında veya deniz araçlarında kulla-";;
"null";;"     nılmak üzere uygun ebat ve şekilde olanlar:";;
"null";;" - - - Motorlu araçlarda kullanılmaya uygun ebat ve şekillerde olanlar";;
"null";"7007.11.10.00.11";" - - - - Kütle halinde renklendirilmiş veya emici veya yansıtıcı tabakası olan düz";;
"null";;"          emniyet camları";"-";50
"null";"7007.11.10.00.12";" - - - - Kütle halinde renklendirilmiş veya emici veya yansıtıcı tabakası olan ";;
"null";;"          bombeli emniyet camları";"-";50
"null";"7007.11.10.00.19";" - - - - Diğer düz emniyet camları";"-";50
"null";"7007.11.10.00.29";" - - - - Diğer bombeli emniyet camları";"-";50
"null";;" - - - Diğerleri";;
"null";"7007.11.90.00.11";" - - - - Kütle halinde renklendirilmiş veya emici veya yansıtıcı tabakası olan düz";;
"null";;"          emniyet camları";"-";50
"null";"7007.11.90.00.12";" - - - - Kütle halinde renklendirilmiş veya emici veya yansıtıcı tabakası olan ";;
"null";;"          bombeli emniyet camları";"-";50
"null";"7007.11.90.00.19";" - - - - Diğer düz emniyet camları";"-";50
"null";"7007.11.90.00.29";" - - - - Diğer bombeli emniyet camları";"-";50
"null";"7007.19";" - - Diğerleri:";;
"null";;" - - - Emaye olanlar";;
"null";"7007.19.10.00.11";" - - - - Düz camlar";"m2";50
"null";"7007.19.10.00.12";" - - - - Bombeli camlar";"m2";50
"null";;" - - - Kütle halinde renklendirilmiş, opaklaştırılmış, parlatılmış veya emici ";;
"null";;"       veya yansıtıcı tabakası olanlar";;
"null";"7007.19.20.00.11";" - - - - Düz camlar";"m2";50
"null";"7007.19.20.00.12";" - - - - Bombeli camlar";"m2";50
"null";;" - - - Diğerleri";;
"null";;" - - - - Düz camlar";;
"null";"7007.19.80.00.13";" - - - - - 85.28 tarife pozisyonunda yer alan akıllı tahtalarda kullanılan tipte";;
"null";;"           yansımasız (anti-glare) ve optik özellikli olanlar ";"m2";50
"null";"7007.19.80.00.14";" - - - - - 84.71, 85.17 ve 85.28 tarife pozisyonlarında yer alan eşyalarda ";;
"null";;"            kullanılan türde ekran koruma camları";"m2";50
"null";"7007.19.80.00.15";" - - - - - Diğerleri";"m2";50
"null";"7007.19.80.00.16";" - - - - Bombeli camlar";"m2";50
"null";;" - Lamine edilmiş emniyet camları:";;
"null";"7007.21";" - - Kara, hava ve uzay araçlarında veya deniz araçlarında kulla-";;
"null";;"     nılmak üzere uygun ebat ve şekillerde olanlar:";;
"null";;" - - - Motorlu kara taşıtlarında kullanılmaya uygun ebat ve şekillerde olanlar:";;
"null";;" - - - - Düz camlar:";;
"null";"7007.21.20.00.21";" - - - - - Kurşuna dayanıklı olanlar";"-";50
"null";"7007.21.20.00.29";" - - - - - Diğerleri";"-";50
"null";;" - - - - Bombeli camlar:";;
"null";"7007.21.20.00.31";" - - - - - Kurşuna dayanıklı olanlar";"-";50
"null";"7007.21.20.00.39";" - - - - - Diğerleri";"-";50
"null";;" - - - Diğerleri:";" ";
"null";;" - - - - Düz camlar:";;
"null";"7007.21.80.00.21";" - - - - - Kurşuna dayanıklı olanlar";"-";50
"null";"7007.21.80.00.29";" - - - - - Diğerleri";"-";50
"null";;" - - - - Bombeli camlar:";;
